original_author_name,year,type,MAGID,ARCID
"Joakim Nivre",2021,2,NULL,NULL
"Qun Liu",2021,2,NULL,NULL
"Luke Zettlemoyer",2021,2,NULL,NULL
"Anette Frank",2021,2,NULL,NULL
"Joyce Chai",2021,2,NULL,NULL
"Eneko Agirre",2021,2,NULL,NULL
"Chengqing Zong",2021,2,NULL,NULL
"Amanda Stent",2021,2,NULL,NULL
"Philip Cohen",2020,2,NULL,NULL
"Pascale Fung",2020,2,NULL,NULL
"Iryna Gurevych",2020,2,NULL,NULL
"Dan Jurafsky",2020,2,NULL,NULL
"Hermann Ney",2020,2,2293758362,NULL
"Philip Resnik",2020,2,NULL,NULL
"Donia Scott",2020,2,NULL,NULL
"Noah Smith",2020,2,NULL,NULL
"Kam-Fai Wong",2020,2,NULL,NULL
"Barbara Grosz",2019,2,NULL,NULL
"Graeme Hirst",2019,2,NULL,NULL
"Mirella Lapata",2019,2,NULL,NULL
"Hang Li",2019,2,NULL,NULL
"Paola Merlo",2019,2,NULL,NULL
"Michael Strube",2019,2,NULL,NULL
"Robert Dale",2018,2,NULL,NULL
"Jason Eisner",2018,2,NULL,NULL
"Mari Ostendorf",2018,2,2046206377,NULL
"Dragomir Radev",2018,2,NULL,NULL
"Ellen Riloff",2018,2,NULL,NULL
"Regina Barzilay",2017,2,NULL,NULL
"Ralph Grishman",2017,2,NULL,NULL
"Lillian Lee",2017,2,NULL,NULL
"Diane Litman",2017,2,NULL,NULL
"Fernando Pereira",2017,2,2117274611,NULL
"Stuart Shieber",2017,2,NULL,NULL
"Bonnie J. Dorr",2016,2,NULL,NULL
"Marilyn Walker",2016,2,NULL,NULL
"Haifeng Wang",2016,2,NULL,NULL
"Ralph Weischedel",2016,2,NULL,NULL
"Claire Cardie",2015,2,NULL,NULL
"Kenneth Church",2015,2,NULL,NULL
"Salim Roukos",2015,2,NULL,NULL
"Janyce Wiebe",2015,2,NULL,NULL
"Walter Daelemans",2014,2,NULL,NULL
"Kevin Knight",2014,2,NULL,NULL
"Daniel Marcu",2014,2,NULL,NULL
"Raymond Mooney",2014,2,NULL,NULL
"Martha Palmer",2014,2,NULL,NULL
"Junichi Tsujii",2014,2,NULL,NULL
"Dekang Lin",2013,2,NULL,NULL
"Candace Sidner",2013,2,NULL,NULL
"Ido Dagan",2013,2,NULL,NULL
"David Yarowsky",2013,2,NULL,NULL
"Hwee Tou Ng",2012,2,NULL,NULL
"Dan Roth",2012,2,NULL,NULL
"Richard Sproat",2012,2,NULL,NULL
"Bonnie Webber",2012,2,NULL,NULL
"Nicoletta Calzolari",2011,2,NULL,NULL
"Eugene Charniak",2011,2,NULL,NULL
"Michael Collins",2011,2,NULL,NULL
"Eva Hajičová",2011,2,NULL,NULL
"Julia Hirschberg",2011,2,1983359683,NULL
"Eduard Hovy",2011,2,NULL,NULL
"Mark Johnson",2011,2,NULL,NULL
"Aravind Joshi",2011,2,NULL,NULL
"Ronald M. Kaplan",2011,2,NULL,NULL
"Lauri Karttunen",2011,2,NULL,NULL
"Christopher D. Manning",2011,2,NULL,NULL
"Mitch Marcus",2011,2,NULL,NULL
"Yuji Matsumoto",2011,2,NULL,NULL
"Kathleen R. McKeown",2011,2,NULL,NULL
"Robert L. Mercer",2011,2,NULL,NULL
"Robert C. Moore",2011,2,NULL,NULL
"Dekai Wu",2011,2,NULL,NULL
"James M. Adams",1994,1,NULL,NULL
"Frances E. Allen",1994,1,NULL,NULL
"Franz Leopold Alt",1994,1,NULL,NULL
"William F. Atchison",1994,1,NULL,NULL
"Richard H. Austing",1994,1,NULL,NULL
"Kenneth E. Batcher",1994,1,NULL,NULL
"C. Gordon Bell",1994,1,NULL,NULL
"Michael W. Blasgen",1994,1,NULL,NULL
"Danny Bobrow",1994,1,NULL,NULL
"David Reeves Boggs",1994,1,NULL,NULL
"Lorraine Borman",1994,1,NULL,NULL
"Charles L. Bradshaw",1994,1,NULL,NULL
"Daniel S. Bricklin",1994,1,NULL,NULL
"Frederick P. Brooks Jr.",1994,1,NULL,NULL
"Douglas K. Brotz",1994,1,NULL,NULL
"Richard R. Burton",1994,1,NULL,NULL
"Richard G. Canning",1994,1,NULL,NULL
"Walter M. Carlson",1994,1,NULL,NULL
"Vinton G. Cerf",1994,1,2029905547,NULL
"Donald D. Chamberlin",1994,1,NULL,NULL
"Edgar F. Codd",1994,1,NULL,NULL
"Edward G. Coffman",1994,1,NULL,NULL
"Fernando J. Corbató",1994,1,NULL,NULL
"Harvey G. Cragon",1994,1,NULL,NULL
"Thomas A. D'Auria",1994,1,NULL,NULL
"Thomas A. DeFanti",1994,1,2034849075,NULL
"Peter J. Denning",1994,1,2069086639,NULL
"Jack B. Dennis",1994,1,NULL,NULL
"L Peter Deutsch",1994,1,NULL,NULL
"Edsger W. Dijkstra",1994,1,2137842401,NULL
"J. Presper Eckert",1994,1,NULL,NULL
"Peter Elias",1994,1,NULL,NULL
"Gerald L. Engel",1994,1,NULL,NULL
"John H. Esbin",1994,1,NULL,NULL
"Bob O. Evans",1994,1,NULL,NULL
"Tse-Yun Feng",1994,1,NULL,NULL
"Aaron Finerman",1994,1,NULL,NULL
"Robert W. Floyd",1994,1,NULL,NULL
"Michael J. Flynn",1994,1,NULL,NULL
"Robert Frankston",1994,1,NULL,NULL
"Frank L. Friedman",1994,1,NULL,NULL
"Bernard A. Galler",1994,1,NULL,NULL
"C. W. Gear",1994,1,NULL,NULL
"Adele J. Goldberg",1994,1,NULL,NULL
"Calvin C. Gotlieb",1994,1,NULL,NULL
"Susan L. Graham",1994,1,NULL,NULL
"Jim Gray",1994,1,2131537204,NULL
"Cordell Green",1994,1,NULL,NULL
"David Gries",1994,1,1980295760,NULL
"Carl Hammer",1994,1,NULL,NULL
"Richard Hamming",1994,1,NULL,NULL
"David Harel",1994,1,427806604,NULL
"Fred H. Harris",1994,1,NULL,NULL
"Juris Hartmanis",1994,1,327575412,NULL
"Danny Hillis",1994,1,NULL,NULL
"John Hopcroft",1994,1,NULL,NULL
"Tom Hull",1994,1,NULL,NULL
"J. N. Hume",1994,1,NULL,NULL
"Harry Douglas Huskey",1994,1,NULL,NULL
"William Kahan",1994,1,NULL,NULL
"Ronald M. Kaplan",1994,1,NULL,NULL
"Richard M. Karp",1994,1,NULL,NULL
"Donald Knuth",1994,1,2137000881,NULL
"David J. Kuck",1994,1,NULL,NULL
"Thomas Eugene Kurtz",1994,1,NULL,NULL
"Ray Kurzweil",1994,1,NULL,NULL
"Butler W. Lampson",1994,1,NULL,NULL
"Stephen S. Lavenberg",1994,1,NULL,NULL
"Joshua Lederberg",1994,1,NULL,NULL
"John A. Lee",1994,1,NULL,NULL
"Meir M. Lehman",1994,1,2614290841,NULL
"Bruce G. Lindsay",1994,1,NULL,NULL
"Joyce Currie Little",1994,1,NULL,NULL
"Chung Laung Liu",1994,1,NULL,NULL
"M. Stuart Lynn",1994,1,NULL,NULL
"Herbert Maisel",1994,1,NULL,NULL
"Zohar Manna",1994,1,2146370811,NULL
"John McCarthy",1994,1,2121245618,NULL
"Edward J. McCluskey",1994,1,NULL,NULL
"Daniel D. McCracken",1994,1,NULL,NULL
"Paul R. McJones",1994,1,NULL,NULL
"A J Milner",1994,1,NULL,NULL
"Jack Minker",1994,1,250356191,NULL
"Roger Michael Needham",1994,1,NULL,NULL
"Peter G. Neumann",1994,1,2129006352,NULL
"Monroe M. Newborn",1994,1,NULL,NULL
"John Kenneth Ousterhout",1994,1,NULL,NULL
"Susan S. Owicki",1994,1,NULL,NULL
"David Lorge Parnas",1994,1,88694571,NULL
"David A. Patterson",1994,1,2098984663,NULL
"William B. Poucher",1994,1,NULL,NULL
"Anthony Ralston",1994,1,NULL,NULL
"Ronald L. Rivest",1994,1,695545146,NULL
"Azriel Rosenfeld",1994,1,2149857775,NULL
"Jeff Rulifson",1994,1,NULL,NULL
"Jean E. Sammet",1994,1,651606667,NULL
"Dana Scott",1994,1,NULL,NULL
"Daniel Siewiorek",1994,1,NULL,NULL
"Herbert A. Simon",1994,1,NULL,NULL
"Barbara B. Simons",1994,1,NULL,NULL
"Martha E. Sloan",1994,1,NULL,NULL
"Donald R. Slutz",1994,1,NULL,NULL
"Burton J. Smith",1994,1,NULL,NULL
"Richard E. Stearns",1994,1,NULL,NULL
"Thomas B. Steel",1994,1,NULL,NULL
"Guy L. Steele",1994,1,NULL,NULL
"Harold S. Stone",1994,1,NULL,NULL
"Michael Stonebraker",1994,1,1998938290,NULL
"William Strecker",1994,1,NULL,NULL
"Bjarne Stroustrup",1994,1,179039431,NULL
"Patrick Suppes",1994,1,NULL,NULL
"Gerald Sussman",1994,1,NULL,NULL
"Ivan Sutherland",1994,1,NULL,NULL
"Edward A. Taft",1994,1,NULL,NULL
"Robert E. Tarjan",1994,1,350567680,NULL
"Robert William Taylor",1994,1,NULL,NULL
"Charles P. Thacker",1994,1,NULL,NULL
"Irving L. Traiger",1994,1,NULL,NULL
"Joseph Traub",1994,1,NULL,NULL
"Allen B. Tucker",1994,1,NULL,NULL
"Andries van Dam",1994,1,2149961428,NULL
"Willis Howard Ware",1994,1,NULL,NULL
"Stuart Wecker",1994,1,NULL,NULL
"Ben Wegbreit",1994,1,NULL,NULL
"Eric A. Weiss",1994,1,NULL,NULL
"David John Wheeler",1994,1,NULL,NULL
"Maurice Vincent Wilkes",1994,1,NULL,NULL
"Shmuel Winograd",1994,1,NULL,NULL
"Niklaus Wirth",1994,1,2327738716,NULL
"Seymour J. Wolfson",1994,1,NULL,NULL
"William Allan Wulf",1994,1,NULL,NULL
"L. A. Zadeh",1994,1,NULL,NULL
"Stephen W. Dunwell",1994,1,NULL,NULL
"Paul W. Abrahams",1995,1,NULL,NULL
"Robert L. Ashenhurst",1995,1,NULL,NULL
"Alan H. Barr",1995,1,NULL,NULL
"Lawrence Bernstein",1995,1,NULL,NULL
"Grady Booch",1995,1,64567716,NULL
"David H. Brandin",1995,1,NULL,NULL
"Richard P. Brent",1995,1,NULL,NULL
"Loren C. Carpenter",1995,1,NULL,NULL
"Edwin Catmull",1995,1,NULL,NULL
"Robert Lee Constable",1995,1,2059506051,NULL
"Dorothy E. Denning",1995,1,NULL,NULL
"David J. DeWitt",1995,1,1979791317,NULL
"Larry E. Druffel",1995,1,NULL,NULL
"Erwin Engeler",1995,1,NULL,NULL
"Stuart I. Feldman",1995,1,NULL,NULL
"Henry Fuchs",1995,1,2196043388,NULL
"Zvi Galil",1995,1,NULL,NULL
"M. R. Garey",1995,1,NULL,NULL
"Myron Ginsberg",1995,1,NULL,NULL
"John B. Goodenough",1995,1,NULL,NULL
"Donald P. Greenberg",1995,1,2086033821,NULL
"Herbert R. J. Grosch",1995,1,NULL,NULL
"Bertram Herzog",1995,1,NULL,NULL
"Harold J. Highland",1995,1,2166638240,NULL
"Lance J. Hoffman",1995,1,NULL,NULL
"Oscar H. Ibarra",1995,1,2268403478,NULL
"David S. Johnson",1995,1,NULL,NULL
"Cliff B. Jones",1995,1,2142468959,NULL
"Kenneth W. Kennedy",1995,1,NULL,NULL
"Won Kim",1995,1,2116124413,NULL
"S. Rao Kosaraju",1995,1,NULL,NULL
"Richard E. Ladner",1995,1,1505021651,NULL
"S. Lakshmivarahan",1995,1,NULL,NULL
"Ed Lazowska",1995,1,NULL,NULL
"Nancy G. Leveson",1995,1,NULL,NULL
"Jay Misra",1995,1,NULL,NULL
"Jürg Nievergelt",1995,1,NULL,NULL
"Anthony G. Oettinger",1995,1,NULL,NULL
"Franco P. Preparata",1995,1,NULL,NULL
"Roy Rada",1995,1,NULL,NULL
"Daniel J. Rosenkrantz",1995,1,NULL,NULL
"Gerard Salton",1995,1,NULL,NULL
"Fred B. Schneider",1995,1,2106636992,NULL
"Larry Snyder",1995,1,NULL,NULL
"Norihisa Suzuki",1995,1,NULL,NULL
"Jeffrey D. Ullman",1995,1,2289364316,NULL
"Chris S. Wallace",1995,1,NULL,NULL
"Peter Wegner",1995,1,2024290158,NULL
"John R. White",1995,1,NULL,NULL
"J. Turner Whitted",1995,1,NULL,NULL
"Gio Wiederhold",1995,1,1988326922,NULL
"Chak-Kuen Wong",1995,1,NULL,NULL
"Andrew C. Yao",1995,1,NULL,NULL
"Paul R. Young",1995,1,NULL,NULL
"William Richards Adrion",1996,1,NULL,NULL
"Alfred V. Aho",1996,1,NULL,NULL
"Narendra Ahuja",1996,1,2129011837,NULL
"Kurt Akeley",1996,1,NULL,NULL
"Ruzena Bajcsy",1996,1,1601293841,NULL
"Gregor von Bochmann",1996,1,2093074657,NULL
"Anita Borg",1996,1,NULL,NULL
"B. Chandrasekaran",1996,1,NULL,NULL
"Bernard Chazelle",1996,1,NULL,NULL
"Narsingh Deo",1996,1,NULL,NULL
"George G. Dodd",1996,1,NULL,NULL
"José Luis Encarnação",1996,1,NULL,NULL
"Jeanne Ferrante",1996,1,NULL,NULL
"Michael J. Fischer",1996,1,NULL,NULL
"Dennis J. Frailey",1996,1,NULL,NULL
"Robert M. Graham",1996,1,NULL,NULL
"Michael A. Harrison",1996,1,2304366500,NULL
"Philip Heidelberger",1996,1,NULL,NULL
"Mary Jane Irwin",1996,1,NULL,NULL
"Jeffrey M. Jaffe",1996,1,NULL,NULL
"Raj Jain",1996,1,NULL,NULL
"Anita K. Jones",1996,1,NULL,NULL
"Randy H. Katz",1996,1,2246122413,NULL
"Maria M. Klawe",1996,1,NULL,NULL
"Lawrence H. Landweber",1996,1,NULL,NULL
"Michael E. Lesk",1996,1,NULL,NULL
"Henry M. Levy",1996,1,NULL,NULL
"Barbara H. Liskov",1996,1,NULL,NULL
"Richard R. Muntz",1996,1,NULL,NULL
"Richard E. Nance",1996,1,NULL,NULL
"Takao Nishizeki",1996,1,NULL,NULL
"Bryan T. Preas",1996,1,NULL,NULL
"T. R. N. Rao",1996,1,NULL,NULL
"Edward M. Reingold",1996,1,NULL,NULL
"John R. Rice",1996,1,2119205101,NULL
"Arnold L. Rosenberg",1996,1,2169735298,NULL
"Sartaj K. Sahni",1996,1,NULL,NULL
"Hanan Samet",1996,1,89934235,NULL
"John E. Savage",1996,1,NULL,NULL
"Ravi Sethi",1996,1,NULL,NULL
"Mary M. Shaw",1996,1,2141334907,NULL
"Abraham Silberschatz",1996,1,2251809919,NULL
"John A. Stankovic",1996,1,NULL,NULL
"Larry Stockmeyer",1996,1,NULL,NULL
"Andrew S. Tanenbaum",1996,1,2068854845,NULL
"Mary K. Vernon",1996,1,NULL,NULL
"Uzi Vishkin",1996,1,NULL,NULL
"Jeffrey S. Vitter",1996,1,118037170,NULL
"Anthony I. Wasserman",1996,1,2199033490,NULL
"Mark Wegman",1996,1,NULL,NULL
"Fred W. Weingarten",1996,1,NULL,NULL
"Ian Witten",1996,1,2163446563,NULL
"Marshall C. Yovits",1996,1,NULL,NULL
"Ian F. Akyildiz",1997,1,NULL,NULL
"Jean-Loup Baer",1997,1,NULL,NULL
"Victor R. Basili",1997,1,2011353662,NULL
"Roger R. Bate",1997,1,NULL,NULL
"Barry W. Boehm",1997,1,NULL,NULL
"Imrich Chlamtac",1997,1,NULL,NULL
"J. D. Couger",1997,1,NULL,NULL
"W. Bruce Croft",1997,1,2127889770,NULL
"Gordon B. Davis",1997,1,NULL,NULL
"David P. Dobkin",1997,1,NULL,NULL
"Herbert Freeman",1997,1,NULL,NULL
"Hector Garcia-Molina",1997,1,237419955,NULL
"Irene Greif",1997,1,NULL,NULL
"Yuri Gurevich",1997,1,2154094381,NULL
"John L. Hennessy",1997,1,NULL,NULL
"Zvi Kedem",1997,1,NULL,NULL
"Richard A. Kemmerer",1997,1,NULL,NULL
"H. W. Lawson",1997,1,NULL,NULL
"Der-Tsai Lee",1997,1,NULL,NULL
"Richard J. Lipton",1997,1,NULL,NULL
"Nancy A. Lynch",1997,1,NULL,NULL
"Daniel A. Menasce",1997,1,NULL,NULL
"Raymond E. Miller",1997,1,NULL,NULL
"Ronald H. Perrott",1997,1,NULL,NULL
"Nicholas Pippenger",1997,1,NULL,NULL
"Vaughan R. Pratt",1997,1,NULL,NULL
"John H. Reif",1997,1,2051256779,NULL
"Raymond Reiter",1997,1,NULL,NULL
"Paul Schneck",1997,1,NULL,NULL
"Robert Sedgewick",1997,1,NULL,NULL
"Kenneth Clem Sevcik",1997,1,NULL,NULL
"Micha Sharir",1997,1,NULL,NULL
"Alan C. Shaw",1997,1,NULL,NULL
"Ben Shneiderman",1997,1,668764113,NULL
"Kenneth Steiglitz",1997,1,NULL,NULL
"Donald F. Towsley",1997,1,NULL,NULL
"Elaine J. Weyuker",1997,1,697582,NULL
"Peter Widmayer",1997,1,NULL,NULL
"Robert Wilensky",1997,1,NULL,NULL
"Philip S. Yu",1997,1,2125104194,NULL
"Paolo Zanella",1997,1,NULL,NULL
"Dharma P. Agrawal",1998,1,NULL,NULL
"Gregory R. Andrews",1998,1,NULL,NULL
"Andrew W. Appel",1998,1,2120329599,NULL
"Hal Berghel",1998,1,1177580883,NULL
"James C. Browne",1998,1,2104477647,NULL
"Robert S. Cartwright",1998,1,2305176596,NULL
"Peter P. Chen",1998,1,NULL,NULL
"Edmund M. Clarke",1998,1,2129477832,NULL
"Lori A. Clarke",1998,1,NULL,NULL
"Richard J. Cole",1998,1,NULL,NULL
"Clarence A. Ellis",1998,1,NULL,NULL
"Richard P. Gabriel",1998,1,NULL,NULL
"Gopal Krishna Gupta",1998,1,2101413274,NULL
"James Jay Horning",1998,1,NULL,NULL
"Neil D. Jones",1998,1,2116419005,NULL
"Aravind K. Joshi",1998,1,NULL,NULL
"Abraham Kandel",1998,1,2115569417,NULL
"Stephen T. Kent",1998,1,NULL,NULL
"Simon S. Lam",1998,1,NULL,NULL
"Kai Li",1998,1,NULL,NULL
"David Maier",1998,1,2064546257,NULL
"David Notkin",1998,1,477007165,NULL
"Susan Nycum",1998,1,NULL,NULL
"Leon J. Osterweil",1998,1,2248607981,NULL
"P. Venkat Rangan",1998,1,NULL,NULL
"John T. Richards",1998,1,NULL,NULL
"Lawrence A. Rowe",1998,1,NULL,NULL
"Barbara G. Ryder",1998,1,2139647612,NULL
"Alan L. Selman",1998,1,NULL,NULL
"Carlo H. Séquin",1998,1,NULL,NULL
"Howard Jay Siegel",1998,1,NULL,NULL
"Eugene H. Spafford",1998,1,171783842,NULL
"Éva Tardos",1998,1,NULL,NULL
"Richard N. Taylor",1998,1,2113585066,NULL
"Albert J. Turner",1998,1,NULL,NULL
"Emmerich Welzl",1998,1,NULL,NULL
"Jeannette M. Wing",1998,1,1584891692,NULL
"Mihalis Yannakakis",1998,1,294360276,NULL
"Stuart H. Zweben",1998,1,NULL,NULL
"Marc Auslander",1999,1,NULL,NULL
"Kenneth P. Birman",1999,1,NULL,NULL
"Ronald J. Brachman",1999,1,NULL,NULL
"Robert T. Braden",1999,1,NULL,NULL
"Robert L. Cook",1999,1,NULL,NULL
"Joseph S. DeBlasi",1999,1,NULL,NULL
"James Demmel",1999,1,NULL,NULL
"Richard J. Fateman",1999,1,NULL,NULL
"James D. Foley",1999,1,2193907057,NULL
"John D. Gannon",1999,1,NULL,NULL
"C. M. Geschke",1999,1,NULL,NULL
"Carlo Ghezzi",1999,1,2233149120,NULL
"Robert L. Glass",1999,1,2132308597,NULL
"Ronald L. Graham",1999,1,NULL,NULL
"Leonidas J. Guibas",1999,1,356043702,NULL
"Toshihide Ibaraki",1999,1,NULL,NULL
"Takeo Kanade",1999,1,2140539176,NULL
"Philip M. Lewis",1999,1,NULL,NULL
"David B. MacQueen",1999,1,NULL,NULL
"Dianne Martin",1999,1,NULL,NULL
"Larry Masinter",1999,1,NULL,NULL
"Kurt Mehlhorn",1999,1,512556102,NULL
"David L. Mills",1999,1,NULL,NULL
"Dhiraj K. Pradhan",1999,1,NULL,NULL
"Ahmed Sameh",1999,1,NULL,NULL
"Pamela Samuelson",1999,1,1657786716,NULL
"Marc Snir",1999,1,NULL,NULL
"Richard T. Snodgrass",1999,1,699078101,NULL
"Mary Lou Soffa",1999,1,686913843,NULL
"Chung-Jen Tan",1999,1,NULL,NULL
"Koji Torii",1999,1,NULL,NULL
"David L. Waltz",1999,1,NULL,NULL
"John Warnock",1999,1,NULL,NULL
"Akinori Yonezawa",1999,1,660900409,NULL
"Prithviraj Banerjee",2000,1,NULL,NULL
"Francine Berman",2000,1,NULL,NULL
"Laxmi N. Bhuyan",2000,1,NULL,NULL
"Alan W. Biermann",2000,1,NULL,NULL
"Shahid H. Bokhari",2000,1,NULL,NULL
"Randy Bryant",2000,1,NULL,NULL
"Peter Buneman",2000,1,2020138198,NULL
"Stuart K. Card",2000,1,614907589,NULL
"Michael J. Carey",2000,1,2157114695,NULL
"Douglas E. Comer",2000,1,NULL,NULL
"Karen Duncan",2000,1,NULL,NULL
"Deborah Estrin",2000,1,NULL,NULL
"Ronald Fagin",2000,1,2103086064,NULL
"Peter A. Freeman",2000,1,2153265399,NULL
"W. Kent Fuchs",2000,1,NULL,NULL
"Donald J. Haderle",2000,1,NULL,NULL
"Michael T. Heath",2000,1,NULL,NULL
"Leonard Kleinrock",2000,1,NULL,NULL
"Henry F. Korth",2000,1,665840641,NULL
"Axel van Lamsweerde",2000,1,NULL,NULL
"Raymond A. Lorie",2000,1,NULL,NULL
"Donald W. Loveland",2000,1,NULL,NULL
"Albert R. Meyer",2000,1,NULL,NULL
"James H. Morris",2000,1,NULL,NULL
"Larry L. Peterson",2000,1,NULL,NULL
"Moshe Y. Vardi",2000,1,1970575723,NULL
"David S. Warren",2000,1,2163362677,NULL
"Reinhard Wilhelm",2000,1,2127844901,NULL
"Robin J. R. Williams",2000,1,NULL,NULL
"Willy Zwaenepoel",2000,1,NULL,NULL
"Jacob A. Abraham",2001,1,NULL,NULL
"Robert M. Aiken",2001,1,NULL,NULL
"Tetsuo Asano",2001,1,NULL,NULL
"Philip A. Bernstein",2001,1,2304774990,NULL
"Joel S. Birnbaum",2001,1,NULL,NULL
"Alan H. Borning",2001,1,NULL,NULL
"Yuri Breitbart",2001,1,1985207418,NULL
"Jin-Yi Cai",2001,1,NULL,NULL
"David D. Clark",2001,1,2135387429,NULL
"Susan B. Davidson",2001,1,2097328450,NULL
"Johan de Kleer",2001,1,NULL,NULL
"Jack Dongarra",2001,1,288512535,NULL
"David J. Farber",2001,1,NULL,NULL
"Joan Feigenbaum",2001,1,2167932487,NULL
"Domenico Ferrari",2001,1,NULL,NULL
"Sally Floyd",2001,1,NULL,NULL
"Erol Gelenbe",2001,1,NULL,NULL
"John P. Hayes",2001,1,NULL,NULL
"S. Sitharama Iyengar",2001,1,2326873480,NULL
"Ravishankar K. Iyer",2001,1,2115084254,NULL
"Joseph F. JaJa",2001,1,NULL,NULL
"Robert E. Kahn",2001,1,NULL,NULL
"Sung-Mo Kang",2001,1,NULL,NULL
"Richard B. Kieburtz",2001,1,NULL,NULL
"Robert A. Kowalski",2001,1,2228449327,NULL
"Jeffrey Kramer",2001,1,NULL,NULL
"James F. Kurose",2001,1,NULL,NULL
"Ruby B. Lee",2001,1,2331811076,NULL
"Witold Litwin",2001,1,1969171325,NULL
"Giovanni De Micheli",2001,1,NULL,NULL
"Barton P. Miller",2001,1,2155251401,NULL
"Jeffrey C. Mogul",2001,1,NULL,NULL
"Donald A. Norman",2001,1,2144924319,NULL
"Cherri M. Pancake",2001,1,NULL,NULL
"Christos Papadimitriou",2001,1,2220829341,NULL
"Donn B. Parker",2001,1,NULL,NULL
"Janak H. Patel",2001,1,NULL,NULL
"Yale N. Patt",2001,1,NULL,NULL
"Ira Pohl",2001,1,NULL,NULL
"J. Mark Pullen",2001,1,NULL,NULL
"Prabhakar Raghavan",2001,1,2195048431,NULL
"Raghu Ramakrishnan",2001,1,2164040783,NULL
"Ramamritham Krithivasan",2001,1,NULL,NULL
"John C. Reynolds",2001,1,NULL,NULL
"George G. Robertson",2001,1,2172094290,NULL
"Nick Roussopoulos",2001,1,258753967,NULL
"Krishan K. Sabnani",2001,1,NULL,NULL
"Ravi Sandhu",2001,1,1996714504,NULL
"Hans-Jörg Schek",2001,1,2050071469,NULL
"Richard D. Schlichting",2001,1,NULL,NULL
"Kang G. Shin",2001,1,2160067404,NULL
"David B. Shmoys",2001,1,NULL,NULL
"Alan J. Smith",2001,1,NULL,NULL
"Ralf Steinmetz",2001,1,2238793978,NULL
"Jonathan Turner",2001,1,NULL,NULL
"Marilyn C. Wolf",2001,1,NULL,NULL
"Ouri Wolfson",2001,1,2175821055,NULL
"Pamela Zave",2001,1,248253975,NULL
"Pankaj K. Agarwal",2002,1,NULL,NULL
"Vishwani D. Agrawal",2002,1,NULL,NULL
"Özalp Babaoğlu",2002,1,NULL,NULL
"Jon Crowcroft",2002,1,1970640687,NULL
"David E. Culler",2002,1,NULL,NULL
"William J. Dally",2002,1,NULL,NULL
"Thomas G. Dietterich",2002,1,NULL,NULL
"Susan J. Eggers",2002,1,NULL,NULL
"Harold N. Gabow",2002,1,NULL,NULL
"Ambuj Goyal",2002,1,NULL,NULL
"Adolfo Guzmán-Arenas",2002,1,NULL,NULL
"Joseph Halpern",2002,1,716715026,NULL
"Wen-mei Hwu",2002,1,1183556006,NULL
"Neil Immerman",2002,1,2036035498,NULL
"Sidney Karin",2002,1,NULL,NULL
"Wendy A. Kellogg",2002,1,2079158144,NULL
"David B. Lomet",2002,1,1983664831,NULL
"Gary L. Miller",2002,1,NULL,NULL
"C. Mohan",2002,1,NULL,NULL
"Jeffrey F. Naughton",2002,1,2075622585,NULL
"Bantwal R. Rau",2002,1,NULL,NULL
"David Salesin",2002,1,NULL,NULL
"Mahadev Satyanarayanan",2002,1,NULL,NULL
"Mateo Valero",2002,1,NULL,NULL
"George Varghese",2002,1,NULL,NULL
"Rakesh Agrawal",2003,1,2138427228,NULL
"Mostafa Ammar",2003,1,NULL,NULL
"Victor Bahl",2003,1,NULL,NULL
"Bonnie Berger",2003,1,NULL,NULL
"Elisa Bertino",2003,1,717547165,NULL
"John M. Carroll",2003,1,2144459651,NULL
"Richard A. DeMillo",2003,1,NULL,NULL
"Barbara J. Grosz",2003,1,NULL,NULL
"Brent Hailpern",2003,1,NULL,NULL
"Jiawei Han",2003,1,2121939561,NULL
"Mary Jean Harrold",2003,1,NULL,NULL
"Peter E. Hart",2003,1,NULL,NULL
"Mark A. Horowitz",2003,1,NULL,NULL
"Paul Hudak",2003,1,2159432867,NULL
"H. V. Jagadish",2003,1,NULL,NULL
"Anil K. Jain",2003,1,2162010601,NULL
"Ramesh C. Jain",2003,1,2133201272,NULL
"Niraj K. Jha",2003,1,NULL,NULL
"Dexter Kozen",2003,1,2041783100,NULL
"Lin Yi-bing",2003,1,NULL,NULL
"Kathleen McKeown",2003,1,NULL,NULL
"Thomas P. Moran",2003,1,2135540066,NULL
"Eugene W. Myers",2003,1,NULL,NULL
"Craig Partridge",2003,1,NULL,NULL
"Daniel A. Reed",2003,1,NULL,NULL
"Stuart J. Russell",2003,1,NULL,NULL
"William H. Sanders",2003,1,2280265749,NULL
"Scott J. Shenker",2003,1,719828399,NULL
"C. J. van Rijsbergen",2003,1,NULL,NULL
"Gurindar S. Sohi",2003,1,NULL,NULL
"Bella Bose",2004,1,NULL,NULL
"Janis A. Bubenko Jr.",2004,1,NULL,NULL
"Luca Cardelli",2004,1,331751290,NULL
"Andrew A. Chien",2004,1,NULL,NULL
"George E. Collins",2004,1,NULL,NULL
"Joel Emer",2004,1,NULL,NULL
"Allan Gottlieb",2004,1,NULL,NULL
"Vicki L. Hanson",2004,1,2114468277,NULL
"Mark D. Hill",2004,1,NULL,NULL
"Yannis E. Ioannidis",2004,1,435837623,NULL
"Frans Kaashoek",2004,1,NULL,NULL
"Per-Åke Larson",2004,1,2628783441,NULL
"Peter Lee",2004,1,2139030624,NULL
"Paul V. Mockapetris",2004,1,NULL,NULL
