original_author_name,year,type,MAGID,ARCID
"John Hennessy",2017,10,NULL,NULL
"David Patterson",2017,10,NULL,NULL
"Yoshua Bengio",2018,10,NULL,NULL
"Geoffrey Hinton",2018,10,NULL,NULL
"Yann LeCun",2018,10,NULL,NULL
"Patrick M. Hanrahan",2019,10,NULL,NULL
"Edwin E. Catmull",2019,10,NULL,NULL
"Jeffrey David Ullman",2020,10,NULL,NULL
"Alfred Vaino Aho",2020,10,NULL,NULL
"Jack J. Dongarra",2021,10,NULL,NULL
"Norm Badler",2021,11,NULL,NULL
"Brent Burley",2021,11,NULL,NULL
"Mathieu Desbrun",2021,11,156043509,NULL
"Doug L. James",2021,11,2155930205,NULL
"Karen Liu",2021,11,NULL,NULL
"Barbara Mones",2021,11,NULL,NULL
"William Seaman",2021,11,NULL,NULL
"Kavita Bala",2020,11,2050228312,NULL
"Elizabeth Baron",2020,11,NULL,NULL
"Eugene Fiume",2020,11,2466465998,NULL
"Ming Lin",2020,11,2143233993,NULL
"Hanspeter Pfister",2020,11,2102290556,NULL
"Alla Sheffer",2020,11,2009650199,NULL
"Frederick Brooks",2019,11,2097474894,NULL
"Marie-Paule Cani",2019,11,2024013694,NULL
"Donna Cox",2019,11,NULL,NULL
"Markus Gross",2019,11,2289975239,NULL
"Dinesh Manocha",2019,11,2146473740,NULL
"Ravi Ramamoorthi",2019,11,2146115641,NULL
"Hanan Samet",2019,11,89934235,NULL
"Denis Zorin",2019,11,NULL,NULL
"Ivan E. Sutherland",2018,11,NULL,NULL
"Donald P. Greenberg",2018,11,2086033821,NULL
"Andries van Dam",2018,11,2149961428,NULL
"Ed Catmull",2018,11,NULL,NULL
"José Luis Encarnação",2018,11,NULL,NULL
"James Foley",2018,11,2193907057,NULL
"James F. Blinn",2018,11,723800150,NULL
"Pat Hanrahan",2018,11,2225733586,NULL
"Tomoyuki Nishita",2018,11,2173005782,NULL
"Nelson Max",2018,11,2189376613,NULL
"Robert L. Cook",2018,11,NULL,NULL
"James T. Kajiya",2018,11,NULL,NULL
"Turner Whitted",2018,11,NULL,NULL
"Henry Fuchs",2018,11,2196043388,NULL
"Jessica Hodgins",2018,11,601642093,NULL
"Lynn Hershman Leeson",2018,11,NULL,NULL
"Roman Verostko",2018,11,NULL,NULL
"Yoichiro Kawaguchi",2018,11,2294226407,NULL
"Charles Csuri",2018,11,NULL,NULL
"Jean-Pierre Hébert",2018,11,NULL,NULL
"Manfred Mohr",2018,11,NULL,NULL
"Lillian Schwartz",2018,11,NULL,NULL
"Steina Vasulka",2018,11,NULL,NULL
"Ernest A. Edmonds",2018,11,NULL,NULL
"Monika Fleischmann",2018,11,NULL,NULL
"Loren Carpenter",2018,11,NULL,NULL
"Alan H. Barr",2018,11,NULL,NULL
"John Warnock",2018,11,NULL,NULL
"Alvy Ray Smith",2018,11,NULL,NULL
"Kurt Akeley",2018,11,NULL,NULL
"Marc Levoy",2018,11,2073891704,NULL
"Przemyslaw Prusinkiewicz",2018,11,NULL,NULL
"Michael F. Cohen",2018,11,2156496335,NULL
"Tony DeRose",2018,11,NULL,NULL
"David H. Salesin",2018,11,2054111979,NULL
"David Kirk",2018,11,2432757675,NULL
"Peter Schrӧder",2018,11,NULL,NULL
"Hugues Hoppe",2018,11,2206701583,NULL
"Jos Stam",2018,11,NULL,NULL
"Thomas W. Sederberg",2018,11,NULL,NULL
"Greg Ward",2018,11,2252024104,NULL
"Ken Perlin",2018,11,1124562777,NULL
"Michael Kass",2018,11,NULL,NULL
"Richard Szeliski",2018,11,1989985383,NULL
"Greg Turk",2018,11,2130761626,NULL
"Holly Rushmeier",2018,11,258783921,NULL
"Thomas Funkhouser",2018,11,2136189631,NULL
"Steve Marschner",2018,11,1992278322,NULL
"Fredo Durand",2018,11,NULL,NULL
"Ramesh Raskar",2018,11,2140705446,NULL
"Daniel Cohen-Or",2018,11,9988965,NULL
"Elena Ferrari",2021,12,2170777979,NULL
"Dawn Song",2020,12,2131252044,NULL
"Wenke Lee",2019,12,2155626625,NULL
"N. Asokan",2018,12,NULL,NULL
"Shai Halevi",2017,12,1686185850,NULL
"David A. Wagner",2016,12,2109123731,NULL
"Ross J. Anderson",2015,12,2120643228,NULL
"Moti Yung",2014,12,2097786798,NULL
"Adrian Perrig",2013,12,2213385919,NULL
"Ravi Sandhu",2012,12,1996714504,NULL
"Virgil Gligor",2011,12,2633438792,NULL
"Jan Camenisch",2010,12,2001749418,NULL
"Jonathan Millen",2009,12,NULL,NULL
"Dorothy Denning",2008,12,2357457453,NULL
"Martin Abadi",2007,12,NULL,NULL
"Michael Schroeder",2006,12,NULL,NULL
"Whitfield Diffie",2005,12,NULL,NULL
"Johannes Gehrke",2021,13,2083845045,NULL
"Thorsten Joachims",2020,13,NULL,NULL
"Charu Aggarwal",2019,13,2146335907,NULL
"Bing Liu",2018,13,2244698799,NULL
"Jian Pei",2017,13,2126330539,NULL
"Philip S. Yu",2016,13,2125104194,NULL
"Hans-Peter Kriegel",2015,13,2135052836,NULL
"Pedro Domingos",2014,13,NULL,NULL
"Jon Kleinberg",2013,13,NULL,NULL
"Eamonn Keogh",2021,14,2170070822,NULL
"Joydeep Ghosh",2020,14,2148168557,NULL
"Jure Leskovec",2019,14,1878631932,NULL
"Dacheng Tao",2018,14,2104129307,NULL
"George Karypis",2017,14,219814910,NULL
"Rajeev Rastogi",2016,14,2651564987,NULL
"Charu Aggarwal",2015,14,2146335907,NULL
"Jian Pei",2014,14,2126330539,NULL
"Hans-Peter Kriegel",2013,14,2135052836,NULL
"Jerome H. Friedman",2012,14,NULL,NULL
"Geoff J. McLachlan",2011,14,NULL,NULL
"Heikki Mannila",2009,14,310734946,NULL
"Anil Jain",2008,14,2162010601,NULL
"J. Ross Quinlan",2007,14,NULL,NULL
"Christos Faloutsos",2006,14,2198983026,NULL
"David Hand",2004,14,2175518357,NULL
"Philip S. Yu",2003,14,2125104194,NULL
"Jiawei Han",2002,14,2121939561,NULL
"T.Y. Lin",2001,14,NULL,NULL
"Yvonne Rogers",2022,15,2144042109,NULL
"Scott Hudson",2021,15,2171298838,NULL
"Susan T. Dumais",2020,15,676500258,NULL
"Hiroshi Ishii",2019,15,2096221143,NULL
"Steven K. Feiner",2018,15,252695556,NULL
"Brad A. Myers",2017,15,2117127927,NULL
"Robert E. Kraut",2016,15,1975391153,NULL
"Jim Hollan",2015,15,NULL,NULL
"Steve Whittaker",2014,15,2119343948,NULL
"George G. Robertson",2013,15,2172094290,NULL
"Dan Olsen",2012,15,2148302434,NULL
"Terry Winograd",2011,15,2091637845,NULL
"Lucy Suchman",2010,15,NULL,NULL
"Sara Kiesler",2009,15,729699849,NULL
"Bill Buxton",2008,15,NULL,NULL
"James D. Foley",2007,15,2193907057,NULL
"Judith Olson and Gary Olson",2006,15,2153820154,NULL
"Tom Landauer",2005,15,NULL,NULL
"Tom Moran",2004,15,NULL,NULL
"John M. Carroll",2003,15,2144459651,NULL
"Donald A. Norman",2002,15,2144924319,NULL
"Ben Shneiderman",2001,15,668764113,NULL
"Stuart K. Card",2000,15,614907589,NULL
"Douglas C. Engelbart ",1998,15,NULL,NULL
"Mark Billinghurst",2022,16,2069749540,NULL
"Tanzeem Choudhury",2022,16,2345003782,NULL
"Aniket Kittur",2022,16,NULL,NULL
"Amy J. Ko",2022,16,NULL,NULL
"Norbert A. Streitz",2022,16,2082180277,NULL
"Jaime Teevan",2022,16,1982462162,NULL
"Marilyn Tremaine",2022,16,NULL,NULL
"Roel Vertegaal",2022,16,2051023350,NULL
"Maneesh Agrawala",2021,16,718039462,NULL
"Ann Blandford",2021,16,1784647638,NULL
"Jeffrey Heer",2021,16,2112690490,NULL
"Jonathan Lazar",2021,16,2128029572,NULL
"Fabio Paternò",2021,16,NULL,NULL
"Rosalind W. Picard",2021,16,687641213,NULL
"Fernanda Viégas",2021,16,NULL,NULL
"Allison Woodruff",2021,16,NULL,NULL
"Sunny Consolvo",2020,16,NULL,NULL
"Steven M. Drucker",2020,16,14227721,NULL
"Jean-Daniel Fekete",2020,16,2154968417,NULL
"Jason Hong",2020,16,2141131632,NULL
"Kristina Höök",2020,16,NULL,NULL
"Kasper Hornbæk",2020,16,NULL,NULL
"Meredith Ringel Morris",2020,16,2123314761,NULL
"Peter Wright",2020,16,2138390243,NULL
"George Fitzmaurice",2019,16,1899877228,NULL
"Batya Friedman",2019,16,NULL,NULL
"Takeo Igarashi",2019,16,2152110089,NULL
"Jennifer Mankoff",2019,16,1987134293,NULL
"Nuria Oliver",2019,16,NULL,NULL
"Loren Terveen",2019,16,2308719832,NULL
"Jacob O. Wobbrock",2019,16,318516288,NULL
"John Zimmerman",2019,16,2165294875,NULL
"Amy S. Bruckman",2018,16,NULL,NULL
"Sheelagh Carpendale",2018,16,2076420186,NULL
"Ed H. Chi",2018,16,2237883256,NULL
"Michael Muller",2018,16,2113830967,NULL
"Albrecht Schmidt",2018,16,2688824889,NULL
"Jean Scholtz",2018,16,2688139758,NULL
"Andrew D. Wilson",2018,16,2105571773,NULL
"Volker Wulf",2018,16,656307113,NULL
"Elisabeth André",2017,16,NULL,NULL
"Lorrie Faith Cranor",2017,16,368046975,NULL
"Vicki L. Hanson",2017,16,2114468277,NULL
"Marti A. Hearst",2017,16,NULL,NULL
"Gloria Mark",2017,16,2095721151,NULL
"Philippe Palanque",2017,16,87613993,NULL
"Paul Resnick",2017,16,NULL,NULL
"Thad Eugene Starner",2017,16,2038762803,NULL
"Margaret Burnett",2016,16,2115609526,NULL
"Elizabeth F. Churchill",2016,16,730947879,NULL
"Allison Druin",2016,16,935383222,NULL
"Susan R. Fussell",2016,16,302636038,NULL
"Yves Guiard",2016,16,NULL,NULL
"Leysia Palen",2016,16,NULL,NULL
"Daniel M. Russell",2016,16,NULL,NULL
"John Stasko",2016,16,2087252583,NULL
"Stephen Brewster",2015,16,2157782254,NULL
"Andy Cockburn",2015,16,2101644873,NULL
"Anind K. Dey",2015,16,2111246749,NULL
"Ernest Edmonds",2015,16,2163922885,NULL
"Scott MacKenzie",2015,16,2206355151,NULL
"Sharon Oviatt",2015,16,2669286322,NULL
"Catherine Plaisant",2015,16,216611935,NULL
"Bill Verplank",2015,16,NULL,NULL
"John C. Tang",2014,16,2014998196,NULL
"Jeff A. Johnson",2014,16,NULL,NULL
"Susan Dray",2014,16,1643225831,NULL
"Jodi L. Forlizzi",2014,16,2068668851,NULL
"Keith Edwards",2014,16,2166870691,NULL
"Ken Hinckley",2014,16,1560725665,NULL
"Richard H. R. Harper",2014,16,2122843253,NULL
"Gary Marsden",2014,16,2124313408,NULL
"Patrick Baudisch",2013,16,2009751849,NULL
"Alan Dix",2013,16,2304140017,NULL
"Clarisse de Souza",2013,16,2166724364,NULL
"Victoria Bellotti",2013,16,NULL,NULL
"Bonnie Nardi",2013,16,2015738512,NULL
"Rebecca E. Grinter",2013,16,504046652,NULL
"Thomas S. Tullis",2013,16,NULL,NULL
"Eric Horvitz",2013,16,1970391018,NULL
"Ben Bederson",2012,16,NULL,NULL
"Steve Benford",2012,16,2088024608,NULL
"Hugh Dubberly",2012,16,NULL,NULL
"Carl Gutwin",2012,16,2071700171,NULL
"Joy Mountford",2012,16,NULL,NULL
"Alan Newell",2012,16,2283508340,NULL
"Yvonne Rogers",2012,16,2144042109,NULL
"Ravin Balakrishnan",2011,16,2130130894,NULL
"Steven Feiner",2011,16,NULL,NULL
"Joseph Konstan",2011,16,2002483998,NULL
"James Landay",2011,16,29409133,NULL
"Jenny Preece",2011,16,NULL,NULL
"Abi Sellen",2011,16,NULL,NULL
"Dennis Wixon",2011,16,2634288744,NULL
"Susanne Bødker",2010,16,NULL,NULL
"Mary Czerwinski",2010,16,2071984077,NULL
"Austin Henderson",2010,16,NULL,NULL
"David Kieras",2010,16,528685754,NULL
"Arnie Lund",2010,16,NULL,NULL
"Larry Tesler",2010,16,NULL,NULL
"Shumin Zhai",2010,16,2235212685,NULL
"Mark Ackerman",2009,16,1979641284,NULL
"Bill Gaver",2009,16,NULL,NULL
"Clayton Lewis",2009,16,2137078213,NULL
"Wendy Mackay",2009,16,1925449899,NULL
"Aaron Marcus",2009,16,2151173061,NULL
"Elizabeth Mynatt",2009,16,18171182,NULL
"Tom Rodden",2009,16,1980670276,NULL
"Gregory Abowd",2008,16,620732773,NULL
"Paul Dourish",2008,16,847797360,NULL
"Wendy A. Kellogg",2008,16,2079158144,NULL
"Randy Pausch",2008,16,NULL,NULL
"Mary Beth Rosson",2008,16,151371205,NULL
"Steve Whittaker",2008,16,2119343948,NULL
"Joëlle Coutaz",2007,16,NULL,NULL
"Karen Holtzblatt",2007,16,299548734,NULL
"Gerhard Fischer",2007,16,2176357113,NULL
"Robert J.K. Jacob",2007,16,673017202,NULL
"Jun Rekimoto",2007,16,1994375393,NULL
"Christopher Schmandt",2007,16,NULL,NULL
"Michel Beaudouin-Lafon",2006,16,2674390412,NULL
"Scott Hudson",2006,16,2171298838,NULL
"Hiroshi Ishii",2006,16,2096221143,NULL
"Jakob Nielsen",2006,16,2238716427,NULL
"Peter L. Pirolli",2006,16,NULL,NULL
"George Robertson",2006,16,NULL,NULL
"Ron Baecker",2005,16,NULL,NULL
"Susan Dumais",2005,16,NULL,NULL
"John Gould",2005,16,NULL,NULL
"Saul Greenberg",2005,16,2120666348,NULL
"Bonnie John",2005,16,2120182675,NULL
"Andrew Monk",2005,16,2141456381,NULL
"George Furnas",2004,16,NULL,NULL
"Jonathan Grudin",2004,16,2103856929,NULL
"William Newman",2004,16,NULL,NULL
"Brad Myers",2004,16,NULL,NULL
"Dan Olsen",2004,16,2148302434,NULL
"Brian Shackel",2004,16,NULL,NULL
"Terry Winograd",2004,16,2091637845,NULL
"Thomas Green",2003,16,NULL,NULL
"James D. Hollan",2003,16,400323076,NULL
"Robert E. Kraut",2003,16,1975391153,NULL
"Gary M. Olson",2003,16,NULL,NULL
"Peter G. Polson",2003,16,NULL,NULL
"William A. S. Buxton",2002,16,2326945342,NULL
"John M. Carroll",2002,16,2144459651,NULL
"Douglas C. Engelbart",2002,16,NULL,NULL
"Sara Kiesler",2002,16,729699849,NULL
"Thomas K. Landauer",2002,16,NULL,NULL
"Lucy A. Suchman",2002,16,NULL,NULL
"Stuart K. Card",2001,16,614907589,NULL
"James D. Foley",2001,16,2193907057,NULL
"Morten Kyng",2001,16,NULL,NULL
"Thomas P. Moran",2001,16,2135540066,NULL
"Donald A. Norman",2001,16,2144924319,NULL
"Judith S. Olson",2001,16,NULL,NULL
"Ben Shneiderman",2001,16,668764113,NULL
"Doug L. James",2021,17,2155930205,NULL
"Kavita Bala",2020,17,2050228312,NULL
"Denis Zorin",2019,17,NULL,NULL
"Daniel Cohen-Or",2018,17,9988965,NULL
"Ramesh Raskar",2017,17,2140705446,NULL
"Frédo Durand",2016,17,NULL,NULL
"Steve Marschner",2015,17,1992278322,NULL
"Thomas Funkhouser",2014,17,2136189631,NULL
"Holly Rushmeier",2013,17,258783921,NULL
"Greg Turk",2012,17,2130761626,NULL
"Richard Szeliski",2011,17,1989985383,NULL
"Jessica Hodgins",2010,17,601642093,NULL
"Michael Kass",2009,17,NULL,NULL
"Ken Perlin",2008,17,1124562777,NULL
"Greg Ward",2007,17,2252024104,NULL
"Thomas W. Sederberg",2006,17,NULL,NULL
"Jos Stam",2005,17,NULL,NULL
"Hugues Hoppe",2004,17,2206701583,NULL
"Peter Schröder",2003,17,NULL,NULL
"David Kirk",2002,17,2432757675,NULL
"Andrew Witkin",2001,17,NULL,NULL
"David H. Salesin",2000,17,2054111979,NULL
"Tony DeRose",1999,17,NULL,NULL
"Michael F. Cohen",1998,17,2156496335,NULL
"Przemyslaw Prusinkiewicz",1997,17,NULL,NULL
"Marc Levoy",1996,17,2073891704,NULL
"Kurt Akeley",1995,17,NULL,NULL
"Kenneth E. Torrance",1994,17,NULL,NULL
"Pat Hanrahan",1993,17,2225733586,NULL
"Henry Fuchs",1992,17,2196043388,NULL
"James T. Kajiya",1991,17,NULL,NULL
"Richard Shoup and Alvy Ray Smith",1990,17,NULL,NULL
"John Warnock",1989,17,NULL,NULL
"Alan H. Barr",1988,17,NULL,NULL
"Robert Cook",1987,17,NULL,NULL
"Turner Whitted",1986,17,NULL,NULL
"Loren Carpenter",1985,17,NULL,NULL
"James H. Clark",1984,17,NULL,NULL
"James F. Blinn",1983,17,723800150,NULL
"Robert (Bob) Harper",2021,18,2147215243,NULL
"Hans-J. Boehm",2020,18,NULL,NULL
"Alex Aiken",2019,18,2067453598,NULL
"Thomas W. Reps",2017,18,341386833,NULL
"Simon Peyton Jones",2016,18,2142246817,NULL
"Luca Cardelli",2015,18,331751290,NULL
"Neil Jones",2014,18,2116419005,NULL
"Patrick and Radhia Cousot",2013,18,2148533322,NULL
"Matthias Felleisen",2012,18,113813022,NULL
"Sir Charles Antony Richard Hoare",2011,18,NULL,NULL
"Gordon D. Plotkin",2010,18,2076549375,NULL
"Rod Burstall",2009,18,NULL,NULL
"Barbara Liskov",2008,18,2084056563,NULL
"Niklaus Wirth",2007,18,2327738716,NULL
"Ron Cytron",2006,18,NULL,NULL
"Jeanne Ferrante",2006,18,NULL,NULL
"Barry Rosen",2006,18,NULL,NULL
"Mark Wegman",2006,18,NULL,NULL
"Kenneth Zadeck",2006,18,NULL,NULL
"Erich Gamma",2005,18,NULL,NULL
"Richard Helm",2005,18,NULL,NULL
"Ralph Johnson",2005,18,2159634021,NULL
"John Vlissides",2005,18,NULL,NULL
"John Backus",2004,18,NULL,NULL
"John Reynolds",2003,18,2403193723,NULL
"John McCarthy",2002,18,2121245618,NULL
"Robin Milner",2001,18,2087817183,NULL
"Susan Graham",2000,18,2138159208,NULL
"Ken Kennedy",1999,18,2136496678,NULL
"Fran Allen",1998,18,NULL,NULL
"Guy Steele",1997,18,2501552208,NULL
"Cynthia Dwork",2020,9,208343995,NULL
"Avi Wigderson",2019,9,31335080,NULL
"Johan Håstad",2018,9,NULL,NULL
"Oded Goldreich",2017,9,65538393,NULL
"Noam Nisan",2016,9,NULL,NULL
"László Babai",2015,9,NULL,NULL
"Richard J. Lipton",2014,9,NULL,NULL
"Gary L. Miller",2013,9,NULL,NULL
"Leonid Levin",2012,9,NULL,NULL
"Ravi Kannan",2011,9,NULL,NULL
"David S. Johnson",2010,9,NULL,NULL
"Volker Strassen",2008,9,NULL,NULL
"Nancy Lynch",2007,9,2180706138,NULL
"Mihalis Yannakakis",2005,9,294360276,NULL
"Miklos Ajtai",2003,9,NULL,NULL
"Christos Papadimitriou",2002,9,2220829341,NULL
"Jeffrey D. Ullman",2000,9,2289364316,NULL
"László Lovász",1999,9,NULL,NULL
"Leslie G. Valiant",1997,9,NULL,NULL
"Andrew C.-C. Yao",1996,9,NULL,NULL
"Wilhelm Röntgen",1901,19,NULL,NULL
"Hendrik Lorentz",1902,19,NULL,NULL
"Pieter Zeeman",1902,19,NULL,NULL
"Antoine Henri Becquerel",1903,19,NULL,NULL
"Pierre Curie",1903,19,NULL,NULL
"Marie Skłodowska-Curie",1903,19,NULL,NULL
"John William Strutt 3rd Baron Rayleigh",1904,19,NULL,NULL
"Philipp Eduard Anton von Lenard",1905,19,NULL,NULL
"Joseph John Thomson",1906,19,NULL,NULL
"Albert Abraham Michelson",1907,19,NULL,NULL
"Gabriel Lippmann",1908,19,NULL,NULL
"Guglielmo Marconi",1909,19,NULL,NULL
"Karl Ferdinand Braun",1909,19,NULL,NULL
"Johannes Diderik van der Waals",1910,19,NULL,NULL
"Wilhelm Wien",1911,19,NULL,NULL
"Nils Gustaf Dalén",1912,19,NULL,NULL
"Heike Kamerlingh-Onnes",1913,19,NULL,NULL
"Max von Laue",1914,19,NULL,NULL
"William Henry Bragg",1915,19,NULL,NULL
"William Lawrence Bragg",1915,19,NULL,NULL
"Charles Glover Barkla",1917,19,NULL,NULL
"Max Planck",1918,19,NULL,NULL
"Johannes Stark",1919,19,NULL,NULL
"Charles Édouard Guillaume",1920,19,NULL,NULL
"Albert Einstein",1921,19,NULL,NULL
"Niels Bohr",1922,19,NULL,NULL
"Robert Andrews Millikan",1923,19,NULL,NULL
"Manne Siegbahn",1924,19,NULL,NULL
"James Franck",1925,19,NULL,NULL
"Gustav Ludwig Hertz",1925,19,NULL,NULL
"Jean Baptiste Perrin",1926,19,NULL,NULL
"Arthur Holly Compton",1927,19,NULL,NULL
"Charles Thomson Rees Wilson",1927,19,NULL,NULL
"Owen Willans Richardson",1928,19,NULL,NULL
"Louis Victor Pierre Raymond 7th Duc de Broglie",1929,19,NULL,NULL
"Chandrasekhara Venkata Raman",1930,19,NULL,NULL
"Werner Heisenberg",1932,19,NULL,NULL
"Erwin Schrödinger",1933,19,NULL,NULL
"Paul Dirac",1933,19,NULL,NULL
"James Chadwick",1935,19,NULL,NULL
"Victor Francis Hess",1936,19,NULL,NULL
"Carl David Anderson",1936,19,NULL,NULL
"Clinton Joseph Davisson",1937,19,NULL,NULL
"George Paget Thomson",1937,19,NULL,NULL
"Enrico Fermi",1938,19,NULL,NULL
"Ernest Lawrence",1939,19,NULL,NULL
"Otto Stern",1943,19,NULL,NULL
"Isidor Isaac Rabi",1944,19,NULL,NULL
"Wolfgang Pauli",1945,19,NULL,NULL
"Percy Williams Bridgman",1946,19,NULL,NULL
"Edward Victor Appleton",1947,19,NULL,NULL
"Patrick Maynard Stuart Blackett",1948,19,NULL,NULL
"Hideki Yukawa",1949,19,NULL,NULL
"Cecil Frank Powell",1950,19,NULL,NULL
"John Douglas Cockcroft",1951,19,NULL,NULL
"Ernest Thomas Sinton Walton",1951,19,NULL,NULL
"Felix Bloch",1952,19,NULL,NULL
"Edward Mills Purcell",1952,19,NULL,NULL
"Frits Zernike",1953,19,NULL,NULL
"Max Born",1954,19,NULL,NULL
"Walther Bothe",1954,19,NULL,NULL
"Willis Eugene Lamb",1955,19,NULL,NULL
"Polykarp Kusch",1955,19,NULL,NULL
"John Bardeen",1956,19,NULL,NULL
"Walter Houser Brattain",1956,19,NULL,NULL
"William Bradford Shockley",1956,19,NULL,NULL
"Tsung-Dao Lee",1957,19,NULL,NULL
"Chen-Ning Yang",1957,19,NULL,NULL
"Pavel Alekseyevich Cherenkov",1958,19,NULL,NULL
"Ilya Frank",1958,19,NULL,NULL
"Igor Yevgenyevich Tamm",1958,19,NULL,NULL
"Emilio Gino Segrè",1959,19,NULL,NULL
"Owen Chamberlain",1959,19,NULL,NULL
"Donald Arthur Glaser",1960,19,NULL,NULL
"Robert Hofstadter",1961,19,NULL,NULL
"Rudolf Ludwig Mössbauer",1961,19,NULL,NULL
"Lev Davidovich Landau",1962,19,NULL,NULL
"Eugene Paul Wigner",1963,19,NULL,NULL
"Maria Goeppert-Mayer",1963,19,NULL,NULL
"J. Hans D. Jensen",1963,19,NULL,NULL
"Nicolay Gennadiyevich Basov",1964,19,NULL,NULL
"Alexander Prokhorov",1964,19,NULL,NULL
"Charles Hard Townes",1964,19,NULL,NULL
"Richard Phillips Feynman",1965,19,NULL,NULL
"Julian Schwinger",1965,19,NULL,NULL
"Shin'ichirō Tomonaga",1965,19,NULL,NULL
"Alfred Kastler",1966,19,NULL,NULL
"Hans Albrecht Bethe",1967,19,NULL,NULL
"Luis Walter Alvarez",1968,19,NULL,NULL
"Murray Gell-Mann",1969,19,NULL,NULL
"Hannes Olof Gösta Alfvén",1970,19,NULL,NULL
"Louis Néel",1970,19,NULL,NULL
"Dennis Gabor",1971,19,NULL,NULL
"John Bardeen",1972,19,NULL,NULL
"Leon Neil Cooper",1972,19,NULL,NULL
"John Robert Schrieffer",1972,19,NULL,NULL
"Leo Esaki",1973,19,NULL,NULL
"Ivar Giaever",1973,19,NULL,NULL
"Brian David Josephson",1973,19,NULL,NULL
"Martin Ryle",1974,19,NULL,NULL
"Antony Hewish",1974,19,NULL,NULL
"Aage Bohr",1975,19,NULL,NULL
"Ben Roy Mottelson",1975,19,NULL,NULL
"Leo James Rainwater",1975,19,NULL,NULL
"Samuel Chao Chung Ting",1976,19,NULL,NULL
"Burton Richter",1976,19,NULL,NULL
"Philip Warren Anderson",1977,19,NULL,NULL
"Nevill Francis Mott",1977,19,NULL,NULL
"John Hasbrouck Van Vleck",1977,19,NULL,NULL
"Pyotr Leonidovich Kapitsa",1978,19,NULL,NULL
"Arno Allan Penzias",1978,19,NULL,NULL
"Robert Woodrow Wilson",1978,19,NULL,NULL
"Sheldon Glashow",1979,19,NULL,NULL
